Brine Outlet Flow,IGV Set Point, R134a Pump Speed      ,Temp
0.38352745424292845,0.5884413309982488,0.7914572864321608,0.34794776119402987
0.38373544093178036,0.5901926444833626,0.7914572864321608,0.3526119402985075
0.3872712146422629,0.5901926444833626,0.792713567839196,0.3572761194029851
0.38227953410981697,0.5901926444833626,0.7902010050251256,0.36194029850746273
0.38331946755407653,0.5884413309982488,0.7952261306532663,0.40018656716417916
0.3841514143094842,0.5884413309982488,0.7964824120603015,0.39365671641791045
0.3843594009983361,0.5884413309982488,0.7964824120603015,0.3815298507462687
0.384567387687188,0.5884413309982488,0.7964824120603015,0.37126865671641796
0.3847753743760399,0.5884413309982488,0.7964824120603015,0.37406716417910446
0.3847753743760399,0.5884413309982488,0.7964824120603015,0.416044776119403
0.3843594009983361,0.5884413309982488,0.7964824120603015,0.45522388059701496
0.384567387687188,0.5884413309982488,0.7902010050251256,0.5177238805970149
0.3847753743760399,0.5884413309982488,0.7889447236180904,0.5447761194029851
0.384567387687188,0.5901926444833626,0.7889447236180904,0.558768656716418
0.384567387687188,0.5901926444833626,0.7902010050251256,0.5671641791044776
0.384567387687188,0.5901926444833626,0.7902010050251256,0.5485074626865671
0.3847753743760399,0.5901926444833626,0.7902010050251256,0.5261194029850746
0.384567387687188,0.5901926444833626,0.7902010050251256,0.5083955223880597
0.3847753743760399,0.5901926444833626,0.7902010050251256,0.4916044776119403
0.3847753743760399,0.5901926444833626,0.7889447236180904,0.47574626865671643
0.3843594009983361,0.5901926444833626,0.7889447236180904,0.458955223880597
0.3847753743760399,0.5901926444833626,0.7889447236180904,0.4430970149253731
0.3843594009983361,0.5901926444833626,0.7889447236180904,0.4300373134328358
0.3843594009983361,0.5901926444833626,0.7889447236180904,0.416044776119403
0.384567387687188,0.5901926444833626,0.7889447236180904,0.40298507462686567
0.384567387687188,0.5901926444833626,0.7889447236180904,0.39738805970149255
0.3843594009983361,0.5901926444833626,0.7889447236180904,0.3880597014925373
0.3843594009983361,0.5901926444833626,0.7889447236180904,0.3899253731343284
0.384567387687188,0.5901926444833626,0.7889447236180904,0.3992537313432836
0.384567387687188,0.5901926444833626,0.7876884422110553,0.39365671641791045
0.3847753743760399,0.5901926444833626,0.7876884422110553,0.3955223880597015
0.3847753743760399,0.5901926444833626,0.7876884422110553,0.396455223880597
0.3843594009983361,0.5901926444833626,0.7876884422110553,0.416044776119403
0.384567387687188,0.5901926444833626,0.7876884422110553,0.4430970149253731
0.3847753743760399,0.5901926444833626,0.7902010050251256,0.4645522388059702
0.3843594009983361,0.5901926444833626,0.7902010050251256,0.48414179104477617
0.384567387687188,0.5901926444833626,0.7902010050251256,0.49906716417910446
0.3847753743760399,0.5901926444833626,0.7889447236180904,0.4962686567164179
0.3847753743760399,0.5901926444833626,0.7889447236180904,0.48973880597014924
0.384567387687188,0.5884413309982488,0.7889447236180904,0.48320895522388063
0.3847753743760399,0.5884413309982488,0.7889447236180904,0.4710820895522388
0.384567387687188,0.5884413309982488,0.7889447236180904,0.416044776119403
0.384567387687188,0.5884413309982488,0.7876884422110553,0.375
0.384567387687188,0.5884413309982488,0.7876884422110553,0.3572761194029851
0.3843594009983361,0.5884413309982488,0.7889447236180904,0.33675373134328357
0.3847753743760399,0.5884413309982488,0.7902010050251256,0.33582089552238803
0.384567387687188,0.5884413309982488,0.7902010050251256,0.33861940298507465
0.384567387687188,0.5884413309982488,0.7902010050251256,0.32462686567164184
0.3843594009983361,0.5884413309982488,0.7939698492462312,0.3218283582089552
0.38498336106489184,0.5884413309982488,0.7964824120603015,0.32462686567164184
0.384567387687188,0.5884413309982488,0.7964824120603015,0.31623134328358204
0.3847753743760399,0.5884413309982488,0.7964824120603015,0.2966417910447761
0.3847753743760399,0.5884413309982488,0.7964824120603015,0.2966417910447761
0.38498336106489184,0.5884413309982488,0.7964824120603015,0.2957089552238806
0.3841514143094842,0.5901926444833626,0.7964824120603015,0.2826492537313433
0.3843594009983361,0.5901926444833626,0.7964824120603015,0.2826492537313433
0.384567387687188,0.5901926444833626,0.7964824120603015,0.3143656716417911
0.3847753743760399,0.5901926444833626,0.7964824120603015,0.36753731343283585
0.38498336106489184,0.5901926444833626,0.7964824120603015,0.41977611940298504
0.384567387687188,0.5901926444833626,0.7964824120603015,0.4710820895522388
0.384567387687188,0.5901926444833626,0.7964824120603015,0.4916044776119403
0.3847753743760399,0.5901926444833626,0.7964824120603015,0.4934701492537314
0.38498336106489184,0.5901926444833626,0.7964824120603015,0.49533582089552236
0.3847753743760399,0.5901926444833626,0.7964824120603015,0.4962686567164179
0.3843594009983361,0.5901926444833626,0.7964824120603015,0.4822761194029851
0.384567387687188,0.5901926444833626,0.7964824120603015,0.4608208955223881
0.3843594009983361,0.5901926444833626,0.7964824120603015,0.4300373134328358
0.384567387687188,0.5901926444833626,0.7964824120603015,0.41977611940298504
0.3843594009983361,0.5901926444833626,0.7964824120603015,0.40671641791044777
0.3847753743760399,0.5901926444833626,0.7964824120603015,0.42630597014925375
0.384567387687188,0.5901926444833626,0.7964824120603015,0.43750000000000006
0.38498336106489184,0.5901926444833626,0.7964824120603015,0.3805970149253732
0.3841514143094842,0.5884413309982488,0.7964824120603015,0.3656716417910448
0.3847753743760399,0.5884413309982488,0.7964824120603015,0.45522388059701496
0.38498336106489184,0.5901926444833626,0.7964824120603015,0.4244402985074627
0.3847753743760399,0.5901926444833626,0.7964824120603015,0.3656716417910448
0.3847753743760399,0.5901926444833626,0.785175879396985,0.41138059701492535
0.3847753743760399,0.5901926444833626,0.7826633165829145,0.44776119402985076
0.3843594009983361,0.5901926444833626,0.7826633165829145,0.48600746268656714
0.3847753743760399,0.5901926444833626,0.7826633165829145,0.47201492537313433
0.3841514143094842,0.5901926444833626,0.7826633165829145,0.5167910447761195
0.384567387687188,0.5901926444833626,0.7826633165829145,0.5419776119402985
0.3843594009983361,0.5901926444833626,0.7826633165829145,0.5513059701492538
0.38498336106489184,0.5901926444833626,0.7826633165829145,0.5447761194029851
0.3843594009983361,0.5901926444833626,0.7826633165829145,0.5447761194029851
0.384567387687188,0.5901926444833626,0.7826633165829145,0.5550373134328358
0.384567387687188,0.5901926444833626,0.7826633165829145,0.5625
0.3847753743760399,0.5901926444833626,0.7826633165829145,0.5373134328358209
0.3843594009983361,0.5901926444833626,0.7826633165829145,0.4822761194029851
0.3843594009983361,0.5901926444833626,0.7826633165829145,0.44776119402985076
0.3847753743760399,0.5901926444833626,0.7826633165829145,0.41324626865671643
0.38498336106489184,0.5884413309982488,0.7826633165829145,0.36847014925373134
0.3847753743760399,0.5884413309982488,0.7826633165829145,0.34235074626865675
0.3843594009983361,0.5884413309982488,0.7826633165829145,0.3171641791044776
0.3843594009983361,0.5884413309982488,0.7826633165829145,0.30970149253731344
0.384567387687188,0.5884413309982488,0.7826633165829145,0.29850746268656714
0.3843594009983361,0.5901926444833626,0.7826633165829145,0.29197761194029853
0.3841514143094842,0.5901926444833626,0.7826633165829145,0.2994402985074627
0.38331946755407653,0.5901926444833626,0.7826633165829145,0.32462686567164184
0.38352745424292845,0.5901926444833626,0.7826633165829145,0.3432835820895523
0.38373544093178036,0.5901926444833626,0.7826633165829145,0.3591417910447761
0.38373544093178036,0.5901926444833626,0.7826633165829145,0.3731343283582089
0.38394342762063227,0.5884413309982488,0.7826633165829145,0.3787313432835821
0.38394342762063227,0.5884413309982488,0.7826633165829145,0.36753731343283585
0.38373544093178036,0.5884413309982488,0.7826633165829145,0.38899253731343286
0.38394342762063227,0.5884413309982488,0.7826633165829145,0.42817164179104483
0.38373544093178036,0.5884413309982488,0.7826633165829145,0.46361940298507465
0.38331946755407653,0.5884413309982488,0.7826633165829145,0.48600746268656714
0.38373544093178036,0.5884413309982488,0.7826633165829145,0.5027985074626866
0.38373544093178036,0.5884413309982488,0.7826633165829145,0.5074626865671642
0.38373544093178036,0.5901926444833626,0.7826633165829145,0.4869402985074627
0.38373544093178036,0.5901926444833626,0.7826633165829145,0.4654850746268657
0.38373544093178036,0.5901926444833626,0.7826633165829145,0.44029850746268656
0.38331946755407653,0.5901926444833626,0.7826633165829145,0.4076492537313433
0.38352745424292845,0.5901926444833626,0.7826633165829145,0.3768656716417911
0.3841514143094842,0.5884413309982488,0.7826633165829145,0.35167910447761197
0.38352745424292845,0.5884413309982488,0.7826633165829145,0.3442164179104478
0.38352745424292845,0.5884413309982488,0.7826633165829145,0.3414179104477612
0.38352745424292845,0.5884413309982488,0.7826633165829145,0.33582089552238803
0.38352745424292845,0.5884413309982488,0.7826633165829145,0.30223880597014924
0.38352745424292845,0.5884413309982488,0.7826633165829145,0.2854477611940298
0.38331946755407653,0.5884413309982488,0.7826633165829145,0.2826492537313433
0.38373544093178036,0.5884413309982488,0.7826633165829145,0.28451492537313433
0.38352745424292845,0.5884413309982488,0.7826633165829145,0.28078358208955223
0.38394342762063227,0.5884413309982488,0.7826633165829145,0.271455223880597
0.38352745424292845,0.5884413309982488,0.7826633165829145,0.26492537313432835
0.3831114808652246,0.5884413309982488,0.7826633165829145,0.2555970149253731
0.38352745424292845,0.5884413309982488,0.7826633165829145,0.26679104477611937
0.38331946755407653,0.5884413309982488,0.7826633165829145,0.33582089552238803
0.38331946755407653,0.5884413309982488,0.7826633165829145,0.3927238805970149
0.38373544093178036,0.5884413309982488,0.7826633165829145,0.4095149253731344
0.3831114808652246,0.5884413309982488,0.7826633165829145,0.42630597014925375
0.38331946755407653,0.5884413309982488,0.7826633165829145,0.44402985074626866
0.38227953410981697,0.5884413309982488,0.7826633165829145,0.46175373134328357
0.3816555740432612,0.5884413309982488,0.7826633165829145,0.47481343283582095
