Gross,Brine Inlet Temp,Brine Outlet Temp,"Brine Outlet Temp Vaporizer ""A""","Brine Outlet Temp Vaporizer ""B""","Brine Outlet Temp Preheater ""A""","Brine Outlet Temp Preheater ""B""",R134A Inlet Temp,"R134A Outlet Temp Preheater ""A""","R134A Outlet Temp Vaporizer ""A""","R134A Outlet Temp Preheater ""B""","R134A Outlet Temp Vaporizer ""B""",R134a Pump Disch Pressure,"Turbo Inlet Pressure ""B""",Turbo Inlet Temp,Turbo Inlet Superheat,Turbo Exhaust Temp,Turbo Exhaust Superheat,Condenser Pressure
0.5583163056804251,0.5122807017543868,0.0897297297297297,0.08010563380281688,0.12377850162866465,0.0846613545816733,0.07706422018348628,0.34444444444444444,0.1409395973154363,0.17831325301204806,0.14839181286549719,0.20622119815668213,0.776098252243741,0.0,0.3125,0.07454739084132055,0.052865887590428484,0.03407053197848176,0.11593304401735897
0.5628933387821823,0.5122807017543868,0.0821621621621621,0.07658450704225345,0.12377850162866465,0.07569721115537842,0.06972477064220178,0.3341880341880342,0.14243102162565247,0.18192771084337347,0.14839181286549719,0.2096774193548386,0.77846008502598,0.0,0.31454918032786877,0.07987220447284345,0.05397885364496384,0.041243275552898986,0.11221326720396772
0.5656722517368207,0.5122807017543868,0.0875675675675675,0.08362676056338031,0.12540716612377856,0.0766932270916335,0.07247706422018353,0.33589743589743587,0.14466815809097694,0.19277108433734946,0.1491228070175439,0.21774193548387108,0.7817666509211146,0.0,0.3196721311475409,0.08093716719914801,0.04785754034501952,0.04184100418410042,0.11221326720396772
0.5629750715161423,0.5087719298245614,0.0843243243243243,0.09154929577464771,0.12866449511400663,0.0796812749003984,0.07431192660550454,0.3367521367521367,0.14541387024608501,0.18313253012048186,0.14766081871345044,0.2119815668202766,0.7727916863486064,0.0,0.31454918032786877,0.07348242811501596,0.047301057317751805,0.032875074716078895,0.11283323000619964
0.5498978340825501,0.5087719298245614,0.09621621621621612,0.08098591549295767,0.11970684039087963,0.08864541832669327,0.08256880733944955,0.3623931623931624,0.13795674869500374,0.17228915662650587,0.13815789473684217,0.20506912442396297,0.7753897024090693,0.0,0.30430327868852447,0.06709265175718847,0.03672787979966615,0.019127316198445904,0.13019218846869188
0.5424601552921945,0.5087719298245614,0.10378378378378372,0.08362676056338031,0.11970684039087963,0.09860557768924308,0.08990825688073392,0.3752136752136752,0.1394481730052201,0.17469879518072295,0.1403508771929826,0.2085253456221198,0.7796410014170996,0.0,0.3032786885245901,0.06815761448349306,0.04229271007234284,0.020920502092050205,0.14135151890886544
0.541806293420515,0.5087719298245614,0.10270270270270271,0.08626760563380269,0.12052117263843659,0.09661354581673309,0.08899082568807343,0.37094017094017095,0.14168530947054436,0.17710843373493967,0.14254385964912283,0.21082949308755744,0.7822390174775625,0.0,0.3073770491803279,0.07454739084132055,0.047301057317751805,0.022713687985654513,0.14197148171109727
0.5426236207601145,0.5087719298245614,0.09945945945945933,0.0853873239436619,0.1221498371335505,0.09362549800796818,0.08623853211009179,0.3735042735042735,0.14317673378076076,0.17951807228915675,0.14473684210526325,0.21082949308755744,0.781294284364667,0.0,0.30840163934426224,0.07135250266240681,0.04952698942682251,0.024506873879258814,0.14197148171109727
0.5424601552921945,0.5087719298245614,0.10486486486486474,0.07922535211267608,0.12296416938110746,0.09561752988047803,0.08899082568807343,0.3717948717948718,0.14392244593586884,0.18192771084337347,0.1469298245614035,0.21082949308755744,0.7805857345299951,0.0,0.30942622950819665,0.06922257720979766,0.050083472454090144,0.02630005977286312,0.14197148171109727
0.541806293420515,0.5087719298245614,0.11027027027027014,0.07658450704225345,0.12377850162866465,0.10258964143426291,0.09449541284403667,0.3752136752136752,0.14541387024608501,0.18313253012048186,0.1491228070175439,0.2119815668202766,0.7796410014170996,0.0,0.31147540983606564,0.0702875399361022,0.0511964385086255,0.02809324566646742,0.1425914445133292
0.5163056804250101,0.5087719298245614,0.13081081081081075,0.07658450704225345,0.12540716612377856,0.12151394422310759,0.10917431192660555,0.405982905982906,0.14839671886651756,0.18554216867469892,0.1505847953216374,0.2119815668202766,0.778932451582428,0.0,0.3135245901639344,0.07454739084132055,0.07679465776293828,0.034668260609683206,0.17172969621822692
0.45124642419288924,0.5087719298245614,0.1827027027027026,0.08010563380281688,0.12622149837133553,0.16832669322709168,0.15321100917431196,0.4606837606837607,0.15734526472781502,0.18795180722891566,0.1571637426900585,0.21428571428571427,0.778223901747756,0.0,0.31454918032786877,0.0862619808306709,0.13299944351697277,0.055588762701733414,0.22690638561686294
0.4431548835308541,0.5087719298245614,0.19675675675675663,0.08098591549295767,0.12703583061889248,0.18127490039840638,0.1651376146788991,0.47179487179487184,0.16107382550335567,0.1867469879518073,0.16301169590643286,0.21774193548387108,0.7777515351913085,0.0,0.3125,0.08093716719914801,0.13466889259877574,0.06754333532576211,0.23434593924364536
0.42419288925214554,0.5087719298245614,0.20216216216216204,0.08626760563380269,0.12866449511400663,0.18525896414342624,0.16880733944954135,0.4820512820512821,0.16107382550335567,0.1867469879518073,0.16154970760233917,0.2165898617511519,0.7772791686348605,0.0,0.31147540983606564,0.08306709265175716,0.14524207011686147,0.06814106395696354,0.24550526968381892
0.4188802615447486,0.5087719298245614,0.20648648648648643,0.09242957746478876,0.12947882736156358,0.1882470119521913,0.1752293577981651,0.48547008547008547,0.1603281133482476,0.1867469879518073,0.16081871345029242,0.21543778801843308,0.7770429853566365,0.0,0.31864754098360654,0.08306709265175716,0.14635503617139684,0.0693365212193664,0.25108493490390577
0.4176542705353494,0.5087719298245614,0.20432432432432424,0.09419014084507035,0.13029315960912055,0.19322709163346619,0.17155963302752297,0.4863247863247864,0.1595824011931395,0.18554216867469892,0.16008771929824567,0.21428571428571427,0.776570618800189,0.0,0.32069672131147525,0.08839190628328004,0.14858096828046743,0.07053197848176927,0.25046497210167384
0.4452799346138128,0.5052631578947381,0.19783783783783782,0.08978873239436612,0.1311074918566775,0.1832669322709164,0.1660550458715596,0.47435897435897434,0.15883668903803141,0.18554216867469892,0.15935672514619895,0.2119815668202766,0.776098252243741,0.0,0.32069672131147525,0.08519701810436635,0.1318864774624374,0.07172743574417215,0.2331060136391816
0.4287699223539027,0.5052631578947381,0.19783783783783782,0.08098591549295767,0.1311074918566775,0.1832669322709164,0.16697247706422022,0.47948717948717945,0.1580909768829233,0.18433734939759022,0.1586257309941522,0.21082949308755744,0.7756258856872934,0.0,0.31864754098360654,0.0873269435569755,0.1457985531441291,0.07232516437537358,0.2430254184748915
0.4524724152022886,0.5052631578947381,0.19135135135135123,0.08098591549295767,0.12947882736156358,0.17330677290836657,0.15779816513761472,0.4658119658119658,0.15734526472781502,0.18433734939759022,0.1571637426900585,0.2096774193548386,0.7753897024090693,0.0,0.31659836065573776,0.07987220447284345,0.13132999443516977,0.0639569635385535,0.22442653440793553
0.4795259501430323,0.5017543859649127,0.1664864864864864,0.07922535211267608,0.12866449511400663,0.15438247011952191,0.14311926605504582,0.44102564102564096,0.15585384041759887,0.18433734939759022,0.15643274853801176,0.2096774193548386,0.7751535191308454,0.0,0.31454918032786877,0.08413205537806175,0.11185308848080137,0.05080693365212193,0.20086794792312454
0.5118103800572129,0.5017543859649127,0.14378378378378376,0.07922535211267608,0.12785016286644968,0.1314741035856574,0.12110091743119268,0.4068376068376068,0.15510812826249076,0.18433734939759022,0.155701754385965,0.2096774193548386,0.7751535191308454,0.0,0.3135245901639344,0.07987220447284345,0.08402893711741796,0.04423191870890616,0.1735895846249225
0.5120555782590928,0.4982456140350893,0.14054054054054055,0.08362676056338031,0.12703583061889248,0.13047808764940233,0.11651376146788993,0.4068376068376068,0.1536167039522744,0.18433734939759022,0.155701754385965,0.2096774193548386,0.7751535191308454,0.0,0.3125,0.08413205537806175,0.08569838619922095,0.04482964734010759,0.171109733415995
0.5252145484266448,0.4982456140350893,0.12756756756756754,0.07306338028169002,0.12622149837133553,0.1145418326693227,0.1045871559633028,0.39316239316239315,0.1528709917971663,0.18433734939759022,0.15497076023391826,0.2096774193548386,0.7753897024090693,0.0,0.3125,0.07774227902023426,0.07957707289927662,0.04184100418410042,0.15685058896466209
0.5364119329791581,0.4982456140350893,0.11459459459459453,0.0739436619718308,0.12540716612377856,0.10657370517928288,0.0972477064220183,0.3752136752136752,0.15137956748695014,0.18433734939759022,0.15423976608187132,0.2096774193548386,0.7753897024090693,0.0,0.31147540983606564,0.07135250266240681,0.0712298274902616,0.03825463239689181,0.14445133292002477
0.538455251328157,0.494736842105264,0.11243243243243234,0.07922535211267608,0.12377850162866465,0.10856573705179288,0.0963302752293578,0.3752136752136752,0.15063385533184204,0.18554216867469892,0.15423976608187132,0.21082949308755744,0.7753897024090693,0.0,0.310450819672131,0.0756123535676251,0.06399554813578186,0.03825463239689181,0.1425914445133292
0.5161422149570903,0.494736842105264,0.13405405405405396,0.07922535211267608,0.12377850162866465,0.12250996015936251,0.10917431192660555,0.40085470085470093,0.14914243102162567,0.18554216867469892,0.15350877192982457,0.21082949308755744,0.7753897024090693,0.0,0.30942622950819665,0.07454739084132055,0.0829159710628826,0.03825463239689181,0.1667699938003719
